popularity,release_date,rus,vote_average
9.976,2005-08-30,Кинки Сапоги,6.7
9.095,2018-04-04,"Не волнуйтесь, пешком он далеко не уйдёт.",6.7
9.97,1996-04-07,Сабрина — юная ведьма,6.7
18.298,2003-02-07,Как потерять парня за 10 дней,6.7
10.983,1989-07-31,Родительство,6.7
23.278,2013-10-09,План побега,6.7
26.966,2011-03-01,Барби: Секрет феи,6.7
14.275,2007-12-12,Военачальники,6.7
9.014,1982-08-13,Мир глазами Гарпа,6.7
8.703,1983-02-17,Местный герой,6.7
18.414,1977-12-16,Лихорадка субботнего вечера,6.7
13.511,2011-05-17,Древо Жизни,6.7
14.117,1998-10-16,Практическая магия,6.7
28.008,2016-12-21,Вскрытие Джейн Доу,6.7
2.808,2008-08-25,Русалочка: Начало истории Ариэль,6.7
158.794,2022-03-24,Затерянный город,6.7
15.801,2003-03-16,Большой фильм Пятачка,6.7
19.652,2019-06-27,Вчера,6.7
24.798,2017-11-01,Праздник троллей,6.7
15.973,2017-06-12,Все взгляды на меня,6.7
6.017,2009-03-13,Ла матасса,6.7
18.551,2011-03-03,Бюро по корректировке,6.7
16.584,2002-05-10,Собачьи солдаты,6.7
13.762,1992-09-04,Эль Мариачи,6.7
12.864,2018-09-12,Первокурсники,6.7
27.231,2021-07-09,Бенедетта,6.7
19.858,2018-02-07,Питер Кролик,6.7
6.687,2011-02-10,Возвращаться,6.7
8.635,1968-03-22,Маленькая купальщица,6.7
9.585,1979-05-25,Выводок,6.7
11.315,1988-08-12,Такер: Человек и его мечта,6.7
14.718,2002-10-18,Джу-он: Проклятие,6.7
12.935,1963-08-13,Повелитель мух,6.7
17.28,2006-11-22,Tenacious D в The Pick of Destiny,6.7
34.697,2021-10-22,"Чем сильнее они падают, тем хуже",6.7
10.957,2019-11-08,Хороший лжец,6.7
5.039,2016-03-31,Один поцелуй,6.7
14.494,2016-06-24,Свободный штат Джонс,6.7
7.679,2014-09-25,Феникс,6.7
11.909,1999-11-12,Мэнсфилд-парк,6.7
25.464,2004-04-13,13. Скоро 30,6.7
10.749,1991-10-11,Фрэнки и Джонни,6.7
9.199,2020-11-03,Жизнь впереди,6.7
101.648,2022-01-12,Крик,6.7
8.586,2016-05-20,Выпускной,6.7
9.62,2010-10-01,Добро пожаловать на Юг!,6.7
10.928,2009-09-21,Спуститесь вниз,6.7
6.986,1988-02-03,Жизнь — это долгая тихая река.,6.7
12.603,1996-09-20,Клуб первых жен,6.7
10.449,2013-09-18,Достаточно сказано,6.7
53.77,1992-07-11,Dragon Ball Z: Супер Андроид 13!,6.7
223.792,2022-09-23,Лу,6.7
25.392,2008-02-26,Барби Марипоса,6.7
22.498,1988-11-18,Оливер и компания,6.7
10.791,1996-12-18,Комната Марвина,6.7
14.748,2010-06-14,Немыслимо,6.7
29.23,2007-09-18,Супермен: Судный день,6.7
14.78,2018-07-26,Жаркие летние ночи,6.7
15.829,2013-09-07,"Что, если",6.7
12.445,2007-09-09,Елизавета: Золотой век,6.7
16.163,1993-06-24,Бессонница в Сиэтле,6.7
24.353,2006-05-17,Код да Винчи,6.7
32.885,2017-10-05,Вуди Вудпекер,6.7
15.31,2001-09-04,Рок-звезда,6.7
25.11,1990-07-13,Быстрая смена,6.7
38.418,2004-04-09,Девушка по соседству,6.7
6.221,2006-06-21,Диккенек,6.7
17.286,2004-06-28,«Телеведущий: Легенда о Роне Бургунди»,6.7
38.317,1997-06-05,Воздушная тюрьма,6.7
93.863,2022-08-17,Вечерняя служба,6.7
13.647,2020-04-17,Восхождение высоко,6.7
9.175,2016-11-25,Соединенное Королевство,6.7
14.781,2014-09-04,Прежде чем мы уйдем,6.7
11.15,2013-12-04,зулу,6.7
12.787,1986-12-03,Астерикс в Британии,6.7
6.792,2019-05-01,Маленькая ложь во спасение 2,6.7
13.312,2019-10-31,Бруклин без матери,6.7
21.174,2015-08-26,Мы — ваши друзья,6.7
19.241,2008-11-08,Кунг-фу Панда: Секреты Неистовой Пятерки,6.7
8.696,2019-01-18,Изнаночная,6.7
48.322,2021-04-01,Майор Гром: Чумной Доктор,6.7
20.691,2018-09-06,Мята перечная,6.7
15.206,2010-12-16,Кроличья нора,6.7
59.12,1997-03-26,Dragon Ball GT: Наследие героя,6.7
16.551,1999-08-06,Дело Томаса Крауна,6.7
76.441,2021-07-15,Джолт,6.7
8.383,2019-10-02,Атлантика,6.7
28.8,2017-11-03,Убийство в Восточном экспрессе,6.7
10.875,1993-09-29,Зародышевый,6.7
7.326,1986-12-17,Беглецы,6.7
8.956,1978-10-05,Парни из Бразилии,6.7
12.081,1996-03-29,Кража красоты,6.7
10.363,1984-07-27,Фиолетовый дождь,6.7
9.367,1971-04-28,Бананы,6.7
14.597,2021-05-14,Я вся — девочки,6.7
10.393,2018-08-29,Операция Финал,6.7
15.497,2018-01-12,Бэтмен: Готэм в свете газовых фонарей,6.7
56.342,2018-12-15,Шмель,6.7
57.718,2011-04-03,Рио,6.7
7.724,1996-08-09,Баскиа,6.7
18.365,2007-06-06,Тринадцать друзей Оушена,6.7
9.023,2019-09-04,Мосул,6.7
20.357,2018-05-30,Ярлык,6.7
21.124,2018-11-01,Повелитель,6.7
79.019,2018-01-17,Пятьдесят оттенков свободы,6.7
6.235,2009-11-27,Cado dalle nubi,6.7
16.653,2006-08-08,Мстители 2: Восстание пантеры,6.7
10.554,1984-02-20,Коллектор,6.7
10.696,2000-06-21,Чоппер,6.7
32.31,2006-05-03,Миссия: Невыполнима III,6.7
13.688,2014-03-13,X+Y,6.7
9.285,1990-09-07,Мемфис Белл,6.7
8.926,2003-11-26,Охладитель,6.7
442.395,2022-07-06,Тор: Любовь и гром,6.7
29.323,2021-09-10,Кейт,6.7
8.492,2014-04-11,День драфта,6.7
7.762,1973-03-26,Сестры,6.7
10.686,2016-11-04,Любящий,6.7
7.729,2011-09-23,Прокол,6.7
14.088,2011-02-11,Двойник дьявола,6.7
11.259,2009-04-24,Солист,6.7
14.755,1980-12-25,Измененные состояния,6.7
14.944,1990-07-18,Король Нью-Йорка,6.7
8.544,1984-05-04,Награда,6.7
12.148,2018-09-27,Граница,6.7
17.204,2000-10-06,Помогите! Я — рыба!,6.7
17.722,2007-09-20,Монголы: Восхождение Чингисхана,6.7
35.085,2003-11-05,«Матрица: Революции»,6.7
16.826,2019-09-22,Перелом,6.7
11.621,2019-10-25,Мистер Джонс,6.7
19.382,2019-10-15,Русалочий Пух,6.7
11.734,1983-11-28,День после,6.7
22.733,2010-10-13,КРАСНЫЙ,6.7
14.173,1988-02-17,Молодые стрелки,6.7
30.305,2015-08-28,Волна,6.7
14.445,1994-07-20,Клиент,6.7
118.234,2004-11-10,Полярный экспресс,6.7
7.061,2017-03-03,Дом вице-короля,6.7
9.703,2016-02-15,Один в Берлине,6.7
8.709,1982-07-07,Белая собака,6.7
33.467,1979-04-12,Безумный Макс,6.7
21.25,1992-05-15,Смертельное оружие 3,6.7
7.334,2009-02-28,Красная Шапочка: Год от Рождества Христова 1974,6.7
31.235,2011-02-14,Пол,6.7
17.541,1992-02-14,Мир Уэйна,6.7
18.359,1982-07-09,Трон,6.7
256.395,2022-10-07,Свинка,6.7
12.452,1989-01-27,Три беглеца,6.7
10.256,1980-02-07,Ад,6.7
18.663,2008-12-12,Че: Часть вторая,6.7
8.662,2006-09-27,Дни славы,6.7
23.908,2001-02-08,Из ада,6.7
30.925,2021-02-24,Хаос бродит,6.7
11.569,2011-07-22,Другая Земля,6.7
9.864,1971-02-12,Кот с девятью хвостами,6.7
7.979,1976-12-03,Серебряная полоса,6.7
9.43,2000-05-15,Тень вампира,6.7
10.625,2018-09-13,Красная Джоан,6.7
7.079,2016-09-15,"Прощай, Берлин",6.7
11.353,2015-05-11,Ярлык,6.7
18.032,2014-10-07,"Спокойной ночи, мамочка.",6.7
71.848,2010-10-29,Охотник на троллей,6.7
32.173,2000-11-07,Иосиф: Царь снов,6.7
137.842,2021-09-09,Бесконечность,6.7
14.666,2014-04-16,Серия (неудачных) свадеб,6.7
17.725,1988-08-05,Клякса,6.7
37.963,2003-05-23,Брюс Всемогущий,6.7
34.107,2021-01-22,Нарко Подводная лодка,6.7
12.478,2019-12-05,Бессмертный,6.7
33.625,2019-06-19,Анна,6.7
9.455,2018-03-02,Исчезновение Сидни Холла,6.7
44.211,2016-10-13,Тролли,6.7
16.345,2001-07-13,Счет,6.7
13.473,1988-02-16,Безумный,6.7
10.732,1994-10-12,Дон Хуан ДеМарко,6.7
28.766,2021-07-01,Квест-комната: Турнир чемпионов,6.7
14.354,2015-09-25,Зеленая комната,6.7
5.852,2013-11-20,"Я, я и мама",6.7
9.135,2010-09-11,Сделано в Дагенхеме,6.7
41.145,2007-08-31,Смертный приговор,6.7
21.545,2008-02-14,Step Up 2: The Streets,6.7
17.768,2001-01-31,Братство Волка,6.7
9.116,2020-01-28,Серхио,6.7
40.492,2009-05-13,Ангелы и демоны,6.7
12.845,1937-01-08,Саботаж,6.7
28.525,1994-11-18,Чудо на 34-й улице,6.7
24.261,2008-03-27,21,6.7
13.895,1956-10-17,Вокруг света за восемьдесят дней,6.7
11.886,2020-11-25,«Черное дно Ма Рейни»,6.7
31.33,2020-01-01,Дулиттл,6.7
14.816,2007-11-06,Твой друг Крыса,6.7
9.887,2021-07-21,Каамелот: Первая глава,6.7
8.208,2017-02-19,Их лучшие,6.7
7.632,2013-08-22,Последняя любовь мистера Моргана,6.7
22.52,2011-04-09,Зелёный Фонарь: Изумрудные Рыцари,6.7
8.819,1993-12-24,Небо и Земля,6.7
13.336,1975-02-12,Степфордские жёны,6.7
8.661,1994-08-12,"Коррина, Коррина",6.7
11.552,2003-10-22,Руби и Квентин,6.7
10.652,2004-10-10,Команда Америка: Мировая полиция,6.7
24.202,2021-07-30,Путешествие,6.7
27.896,2021-08-25,Вуайеристы,6.7
25.304,2021-08-27,"Он — всё, что нужно.",6.7
14.816,2015-07-31,Дар,6.7
8.887,2013-05-26,За канделябрами,6.7
11.215,2011-06-06,Истерия,6.7
40.919,2001-08-03,Час пик 2,6.7
19.485,2014-10-31,Джунгли кунг-фу,6.7
17.199,2008-07-08,Бэтмен: Рыцарь Готэма,6.7
11.261,1989-03-10,Вероятность,6.7
8.848,1971-09-08,Залив Крови,6.7
29.699,2002-10-02,Транспортер,6.7
65.558,2019-07-12,Покемон: Фильм «Мьюту наносит ответный удар» — Эволюция,6.7
40.803,2019-01-16,Стекло,6.7
8.112,2014-06-05,Близнецы-скелеты,6.7
20.217,2019-05-01,UglyDolls,6.7
9.989,2019-08-16,"Куда ты делась, Бернадетт?",6.7
5.567,2014-01-23,Tutta colpa di Freud,6.7
10.194,2013-09-09,Один шанс,6.7
10.974,1990-12-19,Гамлет,6.7
10.709,2007-10-09,Мы владеем ночью,6.7
13.099,1954-04-30,Река без возврата,6.7
125.836,1992-11-19,Один дома 2: Затерянный в Нью-Йорке,6.7
12.471,2009-09-13,Близкие,6.7
9.222,2008-03-26,Замерзшая река,6.7
58.549,2006-03-29,Ледниковый период: таяние,6.7
8.528,2017-12-01,Совершенные незнакомцы,6.7
20.222,2017-04-06,Выходим стильно,6.7
7.859,2015-12-11,Ближний бой,6.7
9.091,1992-04-10,Газетчики,6.7
11.347,2018-11-07,Курск,6.7
11.721,2017-05-18,Семьянин,6.7
69.523,2015-06-06,Мир Юрского периода,6.7
14.2,2011-11-23,Моя неделя с Мэрилин,6.7
55.419,1994-03-12,Dragon Ball Z: Броли – Второе пришествие,6.7
3.724,2002-11-15,Голое оружие,6.7
7.542,1996-02-09,Красивые девушки,6.7
15.785,2006-04-07,Тристан и Изольда,6.7
16.244,2019-07-11,Штубер,6.7
14.37,1992-06-04,Патриотические игры,6.7
10.466,2017-09-15,Бунтарь во ржи,6.7
9.89,2016-05-06,Флоренс Фостер Дженкинс,6.7
35.032,2009-07-01,Враги общества,6.7
16.472,2006-09-09,Хороший год,6.7
11.683,2008-03-29,Красный Барон,6.7
72.135,2012-06-23,Удивительный Человек-паук,6.7
22.75,2011-11-03,Барби: Идеальное Рождество,6.7
26.963,2010-07-29,Тинкер Белл и великое спасение феи,6.7
23.824,2009-05-20,Антихрист,6.7
17.487,1991-01-18,Белый Клык,6.7
8.835,2003-07-11,Вероника Герин,6.7
12.645,1999-08-13,Детройт Рок Сити,6.7
22.877,2005-09-29,Цель!,6.7
21.254,2007-04-12,Дисторбия,6.7
18.458,2021-07-15,Ночной дом,6.7
8.661,2018-12-06,100 вещей,6.7
20.916,2018-04-13,За борт,6.7
9.518,2015-05-15,Медленный Запад,6.7
6.634,1986-08-08,Ей это необходимо,6.7
16.57,2009-08-06,Джули и Джулия,6.7
17.037,1980-02-08,Туман,6.7
13.955,2019-06-07,Я — Мать,6.7
5.771,2014-04-03,Ti ricordi di me?,6.7
07.04,1996-11-15,У зеркала два лица,6.7
11.604,1982-03-24,Банана Джо,6.7
10.255,2007-05-01,Чарли Бартлетт,6.7
27.286,2005-06-07,Мистер и миссис Смит,6.7
39.57,2019-11-12,Ноэль,6.7
63.605,2019-05-29,Годзилла: Король монстров,6.7
7.849,2013-07-24,Алан Партридж: Альфа Папа,6.7
9.827,1985-08-07,Настоящий гений,6.7
6.325,2018-07-04,Будьте внимательны,6.7
10.458,2017-06-24,Годар Моя любовь,6.7
25.156,2019-02-06,Лего Фильм 2: Вторая часть,6.7
21.516,2014-09-10,Бокстроллы,6.7
10.995,2004-04-14,Балто III: Крылья перемен,6.7
19.638,2021-07-16,Свинья,6.7
8.132,2018-05-15,Ангел,6.7
13.259,2020-06-05,Последние дни американской преступности,6.7
20.857,1993-10-08,Подрывник,6.7
22.784,2000-10-06,Знакомство с родителями,6.7
20.152,2019-03-27,Дамбо,6.7
14.232,1992-10-16,Грозовой перевал,6.7
12.092,1987-02-27,Кошмар на улице Вязов 3: Воины снов,6.7
6.9,2018-09-13,Лоро,6.7
17.11,2013-04-23,Супермен: Без ограничений,6.7
17.185,1999-02-12,Привет из прошлого,6.7
11.621,2002-10-01,Шифр,6.7
23.024,2007-06-22,1408,6.7
12.708,1998-06-26,С глаз долой,6.7
25.404,1992-11-25,Телохранитель,6.7
33.668,2013-09-12,Астрал: Глава 2,6.7
